,T2M,RH2M,WS2M,WD2M,ALLSKY_SFC_SW_DWN,PRECIPITATIONCAL
20200101,21.41,79.0,2.55,139.44,3.85,0.0
20200102,22.88,80.81,2.38,149.44,3.21,1.2
20200103,20.89,87.19,1.77,59.62,1.53,0.73
20200104,20.51,78.69,1.62,87.0,2.7,0.0
20200105,19.51,74.81,2.48,14.94,4.52,0.0
20200106,20.01,74.38,1.56,60.88,4.57,0.0
20200107,21.27,75.62,1.04,112.19,3.5,0.0
20200108,22.8,77.38,2.62,163.25,3.03,0.0
20200109,21.98,79.0,2.36,158.81,3.08,0.0
20200110,19.42,69.31,2.71,26.44,4.11,0.0
20200111,18.08,68.69,1.99,138.88,4.48,0.0
20200112,17.47,62.06,1.56,11.31,5.24,0.0
20200113,18.66,56.25,1.12,148.44,5.21,0.0
20200114,20.44,62.44,1.23,114.25,4.3,0.0
20200115,20.89,68.88,2.16,146.38,4.68,0.0
20200116,21.42,70.12,2.72,156.69,5.02,0.0
20200117,22.29,70.62,2.13,150.62,4.31,0.0
20200118,23.25,71.75,1.77,137.38,4.15,0.0
20200119,23.12,71.19,1.45,132.31,3.91,0.0
20200120,22.17,70.88,1.12,43.75,3.15,0.0
20200121,22.62,68.88,1.6,121.38,4.78,0.0
20200122,23.52,64.94,1.98,127.56,4.97,0.0
20200123,22.94,64.88,1.49,89.0,4.94,0.0
20200124,22.32,66.5,1.7,30.19,5.01,0.0
20200125,22.85,60.06,1.24,54.31,4.9,2.12
20200126,22.89,54.38,1.62,60.62,5.05,1.11
20200127,23.27,51.19,1.25,118.88,5.28,0.0
20200128,25.17,59.12,2.7,187.88,4.56,0.0
20200129,25.43,57.44,1.89,183.38,3.52,0.0
20200130,22.6,55.44,2.37,124.75,4.58,0.0
20200131,22.01,48.25,1.45,89.94,4.64,0.0
20200201,23.37,62.38,1.97,105.56,4.12,0.59
20200202,24.53,62.62,1.63,84.56,3.68,2.25
20200203,24.64,66.62,1.82,108.5,4.06,1.51
20200204,25.48,62.19,2.31,155.94,5.27,3.87
20200205,25.23,60.5,1.77,140.06,5.01,0.0
20200206,25.29,60.0,1.55,126.75,5.02,0.3
20200207,25.98,59.44,2.31,145.88,4.23,0.52
20200208,22.57,74.0,2.48,75.69,1.82,16.23
20200209,20.7,74.94,2.96,49.44,3.37,0.0
20200210,22.65,67.31,1.59,75.12,4.6,2.55
20200211,23.67,61.69,1.82,85.75,4.26,0.0
20200212,23.57,56.38,1.6,66.69,4.45,0.0
20200213,22.83,44.81,1.91,38.19,6.04,0.0
20200214,24.44,35.31,1.49,76.12,6.23,0.0
20200215,24.18,40.44,1.38,93.44,6.02,0.0
20200216,23.97,40.44,1.54,47.69,5.99,0.0
20200217,23.57,38.19,1.93,35.94,6.17,0.0
20200218,23.19,33.81,1.84,33.5,6.41,0.0
20200219,23.83,40.5,1.54,102.56,6.09,0.0
20200220,25.58,57.62,2.51,144.5,5.56,0.0
20200221,25.4,52.5,2.59,141.94,5.99,0.0
20200222,25.85,48.5,2.32,134.94,6.11,0.0
20200223,25.94,49.0,2.48,151.06,6.14,0.0
20200224,27.15,49.5,2.58,176.0,5.99,0.0
20200225,26.35,51.44,2.05,155.06,4.84,0.0
20200226,24.27,34.06,2.3,39.94,6.07,0.0
20200227,24.16,35.38,1.84,50.56,6.5,0.0
20200228,24.87,42.56,1.8,91.19,5.86,0.0
20200229,26.23,50.12,1.78,126.88,5.61,0.0
20200301,27.18,50.06,2.11,110.44,5.51,1.12
20200302,27.42,43.12,1.26,147.12,5.6,0.0
20200303,28.78,40.69,2.01,209.69,5.58,0.0
20200304,29.39,30.75,0.93,174.62,5.83,0.0
20200305,27.72,47.12,1.68,175.31,5.14,0.0
20200306,27.88,53.62,3.39,179.69,4.44,0.0
20200307,27.66,58.12,1.81,180.62,4.32,0.0
20200308,27.05,64.81,1.24,117.44,4.84,11.2
20200309,27.5,61.31,1.58,97.0,5.18,0.0
20200310,28.87,51.19,2.91,156.56,6.19,0.0
20200311,29.0,51.94,2.42,191.62,5.39,0.54
20200312,28.69,51.25,2.19,170.81,4.52,0.96
20200313,29.47,48.56,3.16,166.75,6.09,0.0
20200314,29.82,43.38,1.84,177.12,5.36,1.14
20200315,29.37,46.69,1.88,121.88,6.38,0.0
20200316,29.85,45.06,1.42,112.81,6.51,0.0
20200317,30.51,40.75,1.89,119.81,6.58,0.0
20200318,31.23,35.44,1.11,142.25,6.53,3.86
20200319,29.69,40.19,1.32,165.88,6.27,0.0
20200320,30.37,42.88,1.56,133.5,6.29,0.46
20200321,30.24,36.81,2.89,234.19,6.13,0.0
20200322,28.98,32.5,1.73,223.81,6.63,0.0
20200323,29.75,39.12,1.55,89.5,6.45,0.0
20200324,30.58,42.31,2.05,119.88,6.68,0.0
20200325,31.03,39.25,1.99,130.31,6.46,0.0
20200326,31.37,38.88,1.62,127.44,6.67,0.0
20200327,32.16,33.31,1.74,162.12,6.87,0.0
20200328,32.26,32.69,1.53,97.12,6.68,0.0
20200329,32.51,39.06,2.05,38.31,6.31,0.0
20200330,32.26,40.69,2.08,42.88,6.19,0.0
20200331,32.49,38.25,1.37,107.06,5.78,0.0
20200401,33.19,31.12,1.39,145.44,5.76,0.0
20200402,33.65,28.62,1.17,82.19,6.01,0.44
20200403,33.72,32.38,1.97,154.19,4.0,2.53
20200404,31.48,37.0,2.23,202.25,4.49,0.01
20200405,32.21,32.19,2.01,132.06,5.75,0.0
20200406,33.26,35.5,1.76,166.56,6.44,2.89
20200407,34.08,34.31,1.43,195.06,6.01,1.69
20200408,34.2,32.44,1.57,177.69,6.88,0.01
20200409,33.42,37.06,1.93,155.75,6.72,0.0
20200410,33.47,32.44,2.42,141.0,6.75,0.0
20200411,33.48,28.5,2.09,112.94,7.1,0.0
20200412,33.75,26.69,1.76,106.5,6.74,0.04
20200413,34.23,26.69,1.8,113.25,6.26,0.18
20200414,34.01,25.5,2.23,130.94,6.88,0.0
20200415,33.8,27.19,2.02,146.25,6.38,0.0
20200416,34.21,25.81,2.12,156.5,6.72,0.0
20200417,34.58,29.12,2.28,142.88,6.75,0.0
20200418,35.01,32.56,2.78,164.62,6.79,3.11
20200419,34.41,32.81,2.41,154.94,4.84,3.69
20200420,35.32,31.12,2.38,159.62,6.1,0.3
20200421,35.76,29.25,2.81,205.62,6.74,0.0
20200422,34.8,31.5,2.88,182.31,6.99,0.0
20200423,35.41,36.69,2.56,169.25,7.02,0.0
20200424,35.73,36.88,3.48,183.62,6.68,0.0
20200425,35.49,38.19,2.43,138.12,6.86,0.0
20200426,32.98,52.31,3.98,163.88,6.91,0.0
20200427,31.7,55.12,3.52,152.94,6.8,0.0
20200428,31.56,51.62,2.37,122.88,6.94,2.84
20200429,32.63,43.69,1.71,135.44,6.94,0.0
20200430,34.03,36.69,1.77,133.44,6.44,0.0
20200501,35.25,34.56,2.04,157.25,6.73,0.0
20200502,34.69,37.94,2.02,188.88,6.67,0.0
20200503,35.61,31.75,2.12,161.56,7.21,0.0
20200504,36.51,33.19,2.32,201.19,6.82,0.0
20200505,36.49,32.0,2.68,203.75,7.03,0.0
20200506,35.66,38.56,3.08,149.19,6.32,0.09
20200507,34.01,43.56,2.62,128.81,6.72,0.94
20200508,34.78,42.56,2.23,189.62,6.3,0.61
20200509,35.81,35.75,2.49,132.31,6.16,0.86
20200510,34.76,36.38,2.18,217.81,4.91,0.14
20200511,34.46,32.31,2.17,70.62,6.21,0.64
20200512,35.01,36.0,2.45,144.0,7.02,0.0
20200513,34.81,36.62,2.74,134.19,6.95,0.0
20200514,35.58,33.25,2.4,132.94,7.01,0.0
20200515,35.83,34.5,2.14,114.69,6.54,2.35
20200516,36.25,35.06,2.28,108.69,6.34,1.14
20200517,35.64,37.19,2.73,67.75,6.0,0.12
20200518,36.05,31.06,2.34,54.62,5.62,0.99
20200519,35.91,28.25,3.2,88.56,5.33,0.47
20200520,35.4,22.44,2.7,209.06,6.71,0.0
20200521,35.44,14.38,3.15,211.81,7.3,0.0
20200522,36.02,15.5,2.38,177.94,7.54,0.0
20200523,36.9,21.94,1.91,131.25,7.54,0.0
20200524,36.94,31.69,2.2,176.44,7.05,0.0
20200525,37.8,30.81,2.63,161.88,6.73,0.0
20200526,37.73,35.69,2.88,162.56,6.68,2.34
20200527,38.29,33.31,2.73,195.06,7.14,0.0
20200528,38.87,25.56,2.4,272.81,7.53,0.0
20200529,38.13,33.12,2.71,207.31,6.98,14.44
20200530,32.12,50.5,2.66,110.5,3.86,1.18
20200531,32.4,55.12,2.35,158.38,4.27,11.98
20200601,29.23,71.81,1.12,173.62,4.89,3.3
20200602,28.91,67.12,1.38,209.06,5.41,2.92
20200603,28.46,71.5,2.34,178.0,5.86,0.37
20200604,30.83,60.94,4.2,221.88,5.67,0.05
20200605,31.67,55.75,1.97,274.81,6.85,0.0
20200606,32.38,52.25,2.7,292.56,7.03,0.07
20200607,32.29,53.25,2.58,309.19,6.57,0.0
20200608,32.43,50.38,3.5,317.94,6.3,0.02
20200609,31.95,52.69,2.64,313.25,6.49,7.12
20200610,30.37,69.69,2.54,300.0,5.86,27.66
20200611,28.05,81.81,3.46,290.56,3.0,18.99
20200612,26.63,80.0,3.49,281.5,3.34,8.28
20200613,28.19,76.06,2.87,256.56,5.12,0.66
20200614,28.08,76.94,2.79,230.88,5.29,0.42
20200615,28.13,80.44,2.42,259.62,4.66,33.61
20200616,28.51,79.69,2.87,257.81,3.94,22.29
20200617,27.74,80.12,2.48,243.19,3.52,2.37
20200618,28.4,76.81,3.17,256.0,5.15,15.6
20200619,28.84,75.31,3.23,276.19,4.57,0.86
20200620,28.06,77.38,3.62,289.25,4.5,4.3
20200621,27.72,79.0,3.95,288.5,4.37,0.89
20200622,27.71,78.62,3.39,286.12,2.69,1.22
20200623,28.4,76.75,2.3,251.56,5.32,0.0
20200624,29.57,72.19,1.42,178.06,6.74,0.38
20200625,29.58,70.88,2.79,164.19,6.59,0.0
20200626,29.23,73.0,2.27,157.0,5.52,0.01
20200627,29.23,75.5,2.23,177.31,6.19,22.37
20200628,28.76,80.44,1.37,229.81,6.32,0.02
20200629,27.49,85.0,1.66,206.0,5.44,12.92
20200630,28.0,78.5,1.5,151.0,5.52,5.47
20200701,28.78,77.88,1.98,245.88,5.0,25.43
20200702,28.41,79.94,2.46,267.31,5.9,2.32
20200703,27.14,85.38,2.87,268.81,5.19,13.45
20200704,26.32,84.19,3.36,243.69,3.66,12.41
20200705,26.12,86.38,3.41,245.25,2.5,17.59
20200706,26.85,81.75,2.84,241.75,2.88,3.97
20200707,27.8,78.12,2.7,220.56,5.78,0.25
20200708,28.52,74.38,2.04,223.12,5.47,1.41
20200709,27.83,79.25,2.11,261.81,4.52,15.1
20200710,26.39,86.56,3.17,253.56,3.49,3.22
20200711,27.91,80.12,2.29,260.5,5.24,0.46
20200712,27.96,79.06,2.17,264.06,4.5,4.08
20200713,26.91,86.62,1.28,236.38,3.55,9.84
20200714,26.86,85.56,1.66,285.25,3.04,42.51
20200715,26.73,88.06,2.09,246.88,3.61,10.93
20200716,26.25,86.94,3.15,230.75,3.49,0.74
20200717,27.37,78.38,2.61,213.19,5.86,15.24
20200718,28.09,78.88,1.91,210.69,6.14,1.46
20200719,28.1,83.12,1.23,234.06,4.68,9.55
20200720,27.46,85.5,1.98,205.94,5.16,10.69
20200721,27.15,85.38,1.33,182.5,5.68,0.64
20200722,27.42,85.88,1.82,193.19,4.85,27.63
20200723,26.26,88.69,1.62,235.94,2.39,24.94
20200724,26.63,86.94,1.87,195.62,4.49,20.12
20200725,26.46,86.06,1.83,192.88,4.27,2.88
20200726,28.05,78.69,1.27,232.62,6.71,1.29
20200727,27.69,82.38,2.05,269.94,6.68,0.21
20200728,27.51,86.25,1.38,291.25,3.77,5.41
20200729,26.6,87.75,2.09,260.75,5.6,1.81
20200730,27.71,83.31,1.54,151.69,5.93,0.18
20200731,27.75,84.12,2.06,163.44,6.29,0.52
20200801,27.96,85.69,1.47,195.44,3.64,7.09
20200802,27.13,88.38,1.94,269.06,6.29,20.76
20200803,26.48,89.88,2.35,274.0,4.81,4.39
20200804,26.33,88.31,3.25,244.62,3.38,13.46
20200805,26.42,89.12,2.87,234.12,3.66,4.0
20200806,27.58,83.12,3.08,211.81,5.09,2.36
20200807,27.78,83.81,2.52,229.5,5.85,0.54
20200808,27.01,85.81,2.41,267.88,4.23,3.01
20200809,26.76,87.5,3.03,280.5,2.46,10.49
20200810,26.29,88.06,3.07,269.19,1.32,36.88
20200811,26.34,89.56,2.85,256.88,3.81,0.93
20200812,25.71,91.69,3.36,262.44,2.69,17.13
20200813,25.98,90.06,3.77,269.88,1.47,29.47
20200814,25.32,91.38,4.1,253.88,1.81,42.82
20200815,25.35,92.56,3.81,251.19,1.68,35.83
20200816,25.23,92.25,3.22,265.94,1.57,49.13
20200817,25.88,88.5,3.77,266.94,2.31,9.63
20200818,26.28,88.31,2.86,273.25,3.98,15.82
20200819,26.12,91.25,2.67,272.5,1.82,69.7
20200820,25.87,92.19,3.84,267.5,1.2,23.48
20200821,26.05,91.12,3.46,243.44,4.1,9.4
20200822,26.52,89.19,2.91,223.19,4.8,0.33
20200823,27.09,86.81,2.08,218.25,5.71,3.82
20200824,27.19,86.56,2.31,240.06,6.17,0.38
20200825,27.23,85.44,1.89,281.25,5.86,1.38
20200826,26.36,88.81,1.8,318.62,3.45,4.34
20200827,25.35,90.5,2.21,291.5,2.57,5.27
20200828,25.4,88.81,1.86,259.19,3.61,0.08
20200829,26.84,86.62,2.08,261.62,4.81,14.4
20200830,27.09,85.06,1.73,247.44,6.3,0.0
20200831,27.26,82.88,1.55,274.25,6.63,0.0
20200901,26.98,87.5,1.69,281.56,5.66,0.57
20200902,25.82,89.69,1.48,73.75,4.09,3.81
20200903,26.59,84.19,1.06,157.25,6.36,1.13
20200904,26.96,85.75,1.28,150.62,6.17,0.0
20200905,27.49,84.19,0.95,165.5,4.67,0.69
20200906,27.47,84.75,1.38,192.31,6.05,0.0
20200907,27.59,82.0,0.97,138.31,5.74,0.0
20200908,27.87,80.56,0.66,138.69,6.08,3.05
20200909,27.65,83.69,1.01,152.69,4.88,3.61
20200910,26.76,86.12,0.9,167.88,4.55,15.37
20200911,27.17,85.19,0.96,187.94,3.78,9.79
20200912,26.76,85.69,1.32,209.56,4.98,8.19
20200913,26.96,86.88,0.81,188.38,4.34,60.54
20200914,26.56,89.94,1.48,260.62,4.0,23.48
20200915,27.42,87.62,1.56,158.19,4.89,0.48
20200916,26.71,88.88,1.35,267.75,4.89,16.44
20200917,27.6,86.69,0.81,225.69,4.94,1.01
20200918,27.58,85.5,0.8,243.94,2.98,1.96
20200919,27.12,88.75,0.91,183.94,4.87,6.47
20200920,25.88,92.5,1.23,114.19,4.31,13.0
20200921,25.91,90.94,2.31,249.88,2.73,1.23
20200922,25.96,91.81,2.16,217.75,2.96,4.1
20200923,26.16,87.62,2.87,209.88,4.41,0.34
20200924,26.45,88.25,2.39,251.5,5.03,0.05
20200925,26.83,89.5,0.7,198.94,2.73,39.11
20200926,26.06,91.44,2.13,77.5,2.83,2.64
20200927,25.61,87.88,2.36,291.25,4.49,0.05
20200928,26.05,88.56,2.03,329.75,5.7,0.03
20200929,25.86,90.56,1.89,334.19,4.7,10.05
20200930,25.17,92.56,1.79,330.31,4.54,17.35
20201001,25.22,90.31,2.45,314.31,4.44,0.36
20201002,25.9,85.81,2.35,247.56,5.14,0.53
20201003,25.65,86.0,1.91,333.25,5.31,1.79
20201004,24.74,87.19,2.09,322.12,5.35,2.15
20201005,24.37,87.94,2.05,319.5,4.98,0.64
20201006,23.63,87.0,2.34,338.19,4.38,1.26
20201007,22.54,89.06,2.89,302.94,1.92,17.7
20201008,25.15,88.88,1.42,179.31,3.59,0.28
20201009,26.58,87.69,1.2,163.44,4.63,0.82
20201010,26.57,87.31,0.65,186.38,3.63,26.01
20201011,26.13,89.12,1.08,123.69,3.62,7.59
20201012,25.58,89.94,1.25,145.12,3.92,6.47
20201013,25.36,94.06,4.02,153.31,1.57,37.39
20201014,26.18,91.38,3.75,95.19,3.6,0.2
20201015,25.96,91.62,2.22,124.25,3.94,0.03
20201016,26.67,86.12,1.05,160.88,3.97,1.86
20201017,26.93,86.19,0.56,142.38,4.34,1.84
20201018,27.0,85.56,0.97,153.56,5.53,1.42
20201019,26.21,88.56,0.96,150.12,5.38,0.1
20201020,26.51,86.94,1.05,77.31,4.78,7.94
20201021,26.09,88.12,1.61,115.75,4.45,0.18
20201022,25.58,85.81,1.66,96.81,5.16,0.19
20201023,25.43,83.06,1.59,178.5,5.22,0.11
20201024,25.62,79.88,1.14,99.75,5.36,0.53
20201025,24.73,81.56,1.38,47.75,5.27,0.03
20201026,23.5,83.5,1.49,28.5,5.34,0.01
20201027,23.2,81.81,1.45,32.62,5.26,0.0
20201028,23.12,79.62,1.2,25.06,5.52,0.0
20201029,23.31,81.44,1.28,25.19,5.09,0.0
20201030,23.3,84.5,1.67,14.56,5.01,1.21
20201031,22.25,81.75,1.7,108.12,5.19,0.58
20201101,21.92,82.75,1.86,206.0,5.33,0.01
20201102,23.11,86.12,2.03,183.75,5.38,0.0
20201103,22.71,84.88,2.22,181.81,4.95,0.0
20201104,20.46,77.75,2.05,278.56,4.95,0.0
20201105,20.03,73.25,1.73,236.94,5.22,0.0
20201106,21.84,83.31,1.85,79.62,4.47,0.0
20201107,22.79,84.44,1.95,26.88,4.64,0.0
20201108,20.49,79.88,1.64,17.56,5.18,0.0
20201109,18.75,80.81,1.62,58.12,5.3,0.0
20201110,18.75,80.06,1.44,60.19,5.35,0.0
20201111,20.94,86.38,1.71,52.19,5.5,0.0
20201112,24.02,88.12,1.62,77.38,4.26,0.0
20201113,24.46,81.75,1.26,72.31,4.95,0.0
20201114,23.13,80.31,1.14,69.69,5.43,0.0
20201115,23.37,80.56,1.02,86.06,5.44,0.0
20201116,23.8,80.19,1.23,97.69,5.16,0.0
20201117,23.46,80.62,1.16,99.25,5.37,0.0
20201118,23.11,85.06,1.59,158.31,4.61,0.0
20201119,23.94,85.31,1.32,159.19,5.07,0.0
20201120,24.85,82.75,1.04,168.75,5.23,0.0
20201121,23.72,87.5,1.25,144.62,4.3,0.0
20201122,21.6,80.38,2.04,27.56,4.55,0.0
20201123,20.05,76.38,1.43,25.19,4.53,0.54
20201124,19.8,79.19,1.28,71.44,4.51,0.0
20201125,21.17,82.19,1.61,61.06,4.65,0.23
20201126,20.01,89.75,1.51,55.44,2.46,2.41
20201127,20.67,87.88,2.57,43.0,1.85,0.27
20201128,21.79,83.56,1.97,70.44,3.62,0.01
20201129,22.83,81.94,1.07,87.69,4.52,0.01
20201130,23.18,77.12,0.92,83.81,4.95,0.0
20201201,22.53,77.12,0.8,95.75,5.04,0.0
20201202,21.72,75.81,1.14,99.38,4.81,0.0
20201203,21.47,70.62,0.93,56.81,4.69,0.0
20201204,21.15,70.31,0.91,80.31,4.8,0.0
20201205,21.11,66.69,1.12,46.31,4.94,0.0
20201206,20.31,64.06,1.19,69.31,5.12,0.0
20201207,20.87,62.38,1.19,50.06,4.99,0.0
20201208,21.22,63.38,0.83,124.38,5.1,0.0
20201209,21.26,65.0,0.88,183.19,5.12,0.0
20201210,20.83,72.19,1.04,184.06,4.69,0.0
20201211,21.01,77.31,1.23,176.94,4.79,0.01
20201212,21.5,77.62,1.16,170.31,4.47,0.0
20201213,21.65,79.75,0.97,193.0,4.09,0.01
20201214,21.9,79.69,1.28,164.38,4.09,0.04
20201215,21.86,81.06,1.47,149.0,4.48,0.11
20201216,21.98,78.44,1.05,139.31,4.11,0.0
20201217,22.15,75.19,1.22,118.62,4.27,0.0
20201218,20.66,73.62,1.57,37.88,4.05,0.0
20201219,19.41,72.56,1.52,46.06,4.41,0.0
20201220,18.3,61.81,1.52,43.5,5.0,0.0
20201221,17.37,55.38,1.11,168.31,5.19,0.0
20201222,17.65,58.56,1.01,209.94,5.22,0.0
20201223,18.31,66.5,1.08,179.44,5.01,0.0
20201224,18.82,75.31,1.09,165.06,4.57,0.0
20201225,19.97,67.56,1.03,154.0,4.5,0.0
20201226,19.98,62.56,0.86,80.94,4.28,0.0
20201227,19.82,59.31,0.68,158.94,4.68,0.0
20201228,19.83,68.81,1.16,161.75,4.09,0.0
20201229,20.3,69.12,1.11,154.5,4.2,0.0
20201230,20.07,73.44,1.09,143.5,4.18,0.0
20201231,21.24,68.56,0.73,101.94,4.16,0.0
20210101,20.62,76.69,1.05,132.94,3.86,0.0
20210102,20.16,81.94,1.45,160.44,3.98,0.0
20210103,19.74,78.31,1.36,164.12,4.23,0.26
20210104,19.75,76.31,1.66,157.81,4.42,0.04
20210105,21.48,79.56,1.62,140.0,4.88,0.07
20210106,23.28,82.5,1.2,141.62,2.69,0.12
20210107,23.87,80.38,1.29,139.31,2.39,0.5
20210108,23.06,74.06,1.89,146.25,3.95,0.73
20210109,21.79,69.44,1.93,150.94,5.3,0.81
20210110,22.88,66.69,1.13,171.38,4.72,0.05
20210111,24.57,59.5,0.91,128.75,4.4,0.03
20210112,24.82,61.88,1.07,88.75,3.64,0.06
20210113,23.84,63.12,0.9,76.56,4.46,0.0
20210114,22.9,56.5,0.95,72.31,4.7,0.0
20210115,22.83,55.12,0.57,160.81,4.66,0.0
20210116,23.19,53.12,0.78,97.56,4.63,0.01
20210117,22.14,47.75,1.29,95.19,4.91,0.0
20210118,22.51,69.38,1.33,139.81,4.46,0.0
20210119,23.46,69.38,1.22,163.06,4.59,0.0
20210120,23.98,63.25,1.28,184.81,4.64,0.0
20210121,24.07,57.69,0.95,106.69,4.37,0.0
20210122,22.55,48.5,1.24,47.44,4.17,0.0
20210123,22.08,47.0,0.8,102.0,4.39,0.0
20210124,23.61,60.88,1.44,177.88,4.74,0.0
20210125,24.14,61.88,1.04,167.38,4.86,0.0
20210126,24.77,59.19,1.09,167.62,4.8,0.0
20210127,24.45,61.31,1.4,145.5,4.38,0.0
20210128,24.03,65.56,2.16,164.06,4.33,0.0
20210129,24.81,65.06,1.87,173.25,3.86,0.0
20210130,24.19,56.56,1.27,86.12,4.14,0.0
20210131,22.43,42.31,1.24,81.06,3.83,0.0
20210201,21.0,35.69,1.52,51.12,4.52,0.0
20210202,21.01,31.44,1.38,58.56,5.82,0.0
20210203,22.14,32.88,1.1,95.94,5.74,0.0
20210204,22.23,43.19,1.37,138.38,5.77,0.0
20210205,22.58,49.62,1.3,138.81,5.58,0.0
20210206,22.69,42.38,1.34,77.19,5.46,0.0
20210207,21.81,37.31,2.4,21.88,5.5,0.03
20210208,21.91,36.75,1.34,124.31,5.86,0.0
20210209,22.78,29.94,0.97,65.81,5.95,0.0
20210210,23.5,29.81,0.82,128.31,5.95,0.0
20210211,23.63,45.19,1.41,144.19,5.91,0.0
20210212,23.66,57.19,1.63,159.25,5.22,0.0
20210213,24.2,53.19,2.16,168.06,5.62,0.0
20210214,25.01,47.62,1.58,148.31,5.65,0.0
20210215,25.57,42.38,1.23,134.31,5.45,0.0
20210216,25.3,42.44,2.09,154.62,5.32,0.0
20210217,24.84,50.5,2.41,152.75,5.4,0.0
20210218,24.49,58.06,1.85,108.56,4.0,0.24
20210219,24.05,57.25,1.48,67.69,4.42,0.47
20210220,25.15,49.12,2.32,64.0,4.8,0.42
20210221,25.71,50.94,1.37,114.0,5.42,0.06
20210222,25.66,48.62,1.05,84.44,5.83,0.0
20210223,25.12,34.0,1.7,41.0,6.22,0.0
20210224,26.05,28.62,1.27,46.81,6.41,0.0
20210225,27.27,23.12,1.11,64.25,6.45,0.0
20210226,27.76,25.88,1.69,200.06,6.13,0.0
20210227,27.83,25.5,1.73,182.94,6.22,0.0
20210228,28.64,22.06,0.95,73.31,6.52,0.0
20210301,28.64,26.44,1.62,55.44,5.52,0.01
20210302,28.23,25.06,2.01,30.5,6.3,0.0
20210303,27.16,19.5,2.06,25.0,6.64,0.0
20210304,27.53,24.5,1.41,91.62,6.65,0.0
20210305,28.51,28.12,1.02,174.88,6.6,0.0
20210306,28.8,20.5,1.33,96.31,6.6,0.0
20210307,28.66,23.44,1.38,132.44,6.55,0.0
20210308,28.6,31.5,1.84,153.94,6.31,0.0
20210309,28.76,38.75,2.17,157.19,6.27,0.0
20210310,29.32,36.19,2.15,161.69,6.43,0.0
20210311,28.94,31.88,2.73,178.06,6.62,0.0
20210312,28.87,29.19,2.51,168.5,6.32,0.0
20210313,28.48,34.56,1.53,131.69,6.55,0.0
20210314,28.97,27.81,1.55,130.56,6.63,0.0
20210315,29.54,29.38,1.35,93.75,6.16,0.0
20210316,30.03,28.5,1.47,84.25,5.68,0.0
20210317,30.58,28.5,1.66,81.75,5.6,0.21
20210318,30.42,33.31,1.96,130.81,5.25,0.05
20210319,29.6,34.75,1.5,150.62,5.45,0.02
20210320,30.53,31.56,0.85,86.0,5.35,0.0
20210321,31.14,28.75,0.95,86.62,5.91,0.0
20210322,31.68,27.81,1.68,104.25,5.05,0.02
20210323,31.79,30.62,1.56,112.06,5.67,0.12
20210324,31.82,26.44,1.26,59.94,6.1,0.02
20210325,31.47,24.0,2.48,19.25,5.31,0.02
20210326,31.44,21.62,2.07,19.0,6.12,0.0
20210327,31.7,19.25,1.55,80.94,6.28,0.0
20210328,31.8,15.81,1.36,101.25,6.76,0.0
20210329,32.65,18.38,1.4,103.75,6.57,0.0
20210330,32.79,17.19,2.05,293.38,6.7,0.0
20210331,32.52,13.56,2.85,331.62,7.55,0.0
20210401,32.89,18.25,2.43,312.94,7.03,0.0
20210402,32.51,13.88,2.14,221.56,7.16,0.0
20210403,32.63,13.31,1.45,118.5,6.45,0.0
20210404,31.94,24.31,1.5,130.0,6.35,0.0
20210405,32.3,20.12,1.8,83.62,5.94,0.0
20210406,32.94,35.31,2.22,155.81,6.52,0.0
20210407,33.28,29.25,1.88,142.81,5.98,0.0
20210408,34.37,26.5,1.64,165.5,6.05,0.23
20210409,33.73,31.06,2.52,175.0,5.15,0.31
20210410,33.0,35.25,2.91,153.5,6.32,0.0
20210411,32.82,36.19,2.11,134.25,5.4,0.0
20210412,33.18,33.0,1.59,107.69,5.57,0.02
20210413,33.35,33.31,1.63,127.31,6.52,5.54
20210414,31.52,44.06,2.08,151.06,3.86,1.2
20210415,31.04,44.75,1.43,133.5,7.07,0.0
20210416,31.48,42.31,2.12,120.38,6.87,0.0
20210417,32.49,36.38,2.08,122.19,6.91,0.0
20210418,33.51,32.81,1.71,128.06,6.41,0.0
20210419,34.62,33.19,2.01,152.69,6.53,0.0
20210420,34.98,33.94,3.31,166.81,6.4,0.0
20210421,34.22,36.19,3.28,173.75,5.65,0.05
20210422,32.04,42.94,2.2,109.75,6.15,0.0
20210423,32.51,37.75,1.56,136.62,5.54,0.34
20210424,33.58,30.75,1.57,125.12,6.46,0.0
20210425,33.66,29.62,1.61,121.5,6.51,0.0
20210426,33.75,33.69,1.54,135.25,6.32,1.37
20210427,34.57,30.69,1.83,127.31,5.81,0.72
20210428,34.55,31.31,1.79,141.19,6.14,0.0
20210429,35.05,29.0,1.8,165.56,6.38,0.1
20210430,35.37,28.81,2.54,168.38,6.42,0.0
20210501,34.0,36.31,2.75,152.5,6.5,0.31
20210502,33.63,39.12,1.34,185.62,5.75,1.09
20210503,33.96,36.81,1.52,227.25,6.08,1.58
20210504,33.98,35.44,1.69,128.38,6.88,0.0
20210505,34.65,36.12,2.09,188.19,5.64,0.0
20210506,34.69,37.44,3.31,149.69,6.44,0.21
20210507,34.49,39.38,2.79,164.75,6.32,0.0
20210508,34.36,40.31,2.67,147.31,6.66,0.02
20210509,35.38,35.94,2.78,169.31,6.62,0.03
20210510,34.21,46.62,2.39,187.12,6.02,0.1
20210511,33.57,52.25,1.99,188.75,5.02,3.22
20210512,34.3,48.69,2.25,195.25,6.96,0.0
